customerID,SeniorCitizen,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3071-VBYPO,0,-1.038184768667151,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,No,0.7602861397272359,-0.8260813271744292,No,True,True,True,False,False,False,True,False
8639-NHQEI,0,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,0.9702493015816335,2.229578010350413,No,False,True,True,False,True,False,False,False
5950-AAAGJ,0,-0.41360722185363036,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,0.5676753052988219,-0.23848520209695326,No,True,False,False,False,False,False,False,False
2274-XUATA,1,1.834871946675044,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.16806337756286743,1.1958280535060843,No,True,True,False,False,True,False,False,False
0909-SDHNU,0,-0.8716307561835456,No,No phone service,DSL,Yes,No,No,No,No,No,No,-1.3237283841333516,-0.8472475466469757,No,False,False,True,False,False,False,False,True
1575-KRZZE,0,-0.9965462655462497,Yes,No,DSL,Yes,Yes,No,No,No,No,No,-0.4422301508934026,-0.8387263775589967,No,False,False,False,False,False,False,True,False
3752-CQSJI,0,-0.6217997374581372,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.648216906999238,-0.823301694477281,No,False,True,True,False,False,False,False,True
0868-VJRDR,0,1.5017639217078331,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,1.2530922386251602,2.0707288368707633,No,True,True,False,False,True,True,False,False
9584-EXCDZ,0,-0.45524572497453175,Yes,No,Fiber optic,No,No,No,No,No,No,No,0.08875106834168453,-0.40813393212126065,No,False,False,False,False,False,False,False,False
0980-PVMRC,0,0.5024398468062,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,-0.5931953994994569,-0.011261621042371418,No,False,True,True,False,False,False,True,False
8108-UXRQN,0,-0.70507674369994,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,No,-0.603606795955047,-0.6816543462955568,No,False,True,True,False,False,False,True,False
6377-KSLXC,0,-0.9549077624253482,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6655692344252213,-0.8904913405747403,No,True,False,False,False,False,False,False,True
7892-QVYKW,0,-0.20541470624912347,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,0.6127913566063783,-0.08788379121048114,No,False,True,True,False,False,False,True,False
8932-CZHRQ,0,1.6683179341914387,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,0.30565516116647506,1.4454026155106856,No,True,False,False,True,False,True,False,False
2254-DLXRI,0,-1.1214617749089537,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,0.38894633281119484,-0.9032047425830082,No,False,False,False,False,False,False,False,True
4077-HWUYD,0,1.834871946675044,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.680465433567713,2.0058403621045495,No,True,True,True,False,True,False,False,False
8745-PVESG,0,1.2102943998615234,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Yes,-0.9315657843061301,0.0897620787867689,No,False,False,False,True,False,True,False,False
8261-GWDBQ,1,1.3352099092242276,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.669548096848758,2.2167051212201776,No,False,True,False,False,True,False,False,False
3258-SANFR,1,-0.9132692593044469,Yes,No,DSL,No,No,No,No,No,No,No,-0.8066290268390508,-0.813276789667894,No,True,False,False,False,False,True,False,False
7449-HVPIV,0,1.1270173936197208,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,0.7793736998958178,1.3842962639225587,No,True,True,True,False,False,True,False,False
3244-CQPHU,1,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,1.4630554004795573,2.5907252061085773,No,False,False,False,False,True,False,False,False
5208-FVQKB,0,1.7515949404332414,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,0.0002541984691700895,1.1860765551914987,No,True,True,False,False,True,False,False,True
0003-MKNFE,0,-0.7883537499417428,Yes,Yes,DSL,No,No,No,No,No,Yes,No,-0.27911827308916026,-0.6921121447217127,No,True,False,False,False,False,False,False,True
3399-BMLVW,0,0.9604633811361152,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,-0.2582954801779803,0.48310288930780576,No,True,True,True,False,True,True,False,False
5996-EBTKM,0,1.6266794310705373,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,0.06792827543050484,1.1640901162345476,No,False,True,True,False,True,False,False,False
7351-MHQVU,0,-0.9132692593044469,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,No,-0.5897249340142602,-0.7991052196873516,No,False,False,False,False,False,True,False,False
9700-ISPUP,0,-0.7467152468208414,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Yes,-0.08477220591814791,-0.6581641716171978,No,False,True,True,False,False,False,True,False
0682-USIXD,0,-0.28869171249092623,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Yes,0.6284084512897633,-0.11043982703160177,No,False,True,False,False,False,False,True,False
8630-QSGXK,0,0.9604633811361152,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,0.25186294614592714,0.8384401970514396,No,True,True,False,False,True,False,False,False
3458-IDMFK,0,-0.12213770000732072,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6378055105436482,-0.7117062768491508,No,True,False,False,False,True,False,False,True
3642-BYHDO,0,1.7932334435541428,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6673044671678199,-0.306176093434882,No,False,True,True,False,True,False,False,False
2800-VEQXM,0,-1.038184768667151,Yes,No,Fiber optic,No,No,Yes,No,No,No,Yes,0.2362458514625421,-0.8307748053351877,No,False,False,False,False,False,False,False,True
8065-BVEPF,1,1.5434024248287344,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.0813041971079258,2.02087771931863,No,True,False,False,False,False,False,False,False
9361-YNQWJ,0,1.5017639217078331,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.5111335203339706,-0.209640816895399,No,False,False,False,True,False,False,False,False
1154-HYWWO,0,0.41916284056439723,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,No,0.09222153382688099,0.29479416601329866,No,True,False,False,True,False,False,False,True
6198-PNNSZ,0,1.168655896740622,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,1.4526440040239674,1.8447583689173548,No,False,True,False,True,False,False,False,False
5893-KCLGT,0,1.834871946675044,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6725101653956147,-0.22522498709908237,No,False,False,True,False,True,False,False,True
0013-MHZWF,0,-0.7883537499417428,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Yes,0.050575948004521594,-0.6788747135984086,No,False,False,True,False,False,True,False,False
0582-AVCLN,0,0.41916284056439723,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6534226052270333,-0.6006804560851904,No,False,False,False,False,True,False,False,True
4385-ZKVNW,0,0.6689938592898055,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,-0.4526415473489927,0.22229587714177765,No,True,True,True,False,False,False,False,False
7898-PDWQE,0,1.7932334435541428,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0.43232715137615296,1.6704617284814225,No,True,True,False,False,True,True,False,False
8468-EHYJA,0,1.2102943998615234,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,1.1003917572765078,1.565610337725062,No,False,True,False,False,False,False,True,False
4359-INNWN,0,-0.45524572497453175,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6620987689400248,-0.7852981916998777,No,False,False,False,True,False,True,False,False
6292-TOSSS,0,0.9188248780152137,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4937811929079874,-0.394623094503155,No,True,False,False,False,True,False,False,False
9385-NXKDA,0,1.834871946675044,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,0.5104126247930776,1.7580429423161579,No,False,True,False,False,True,True,False,False
9553-DLCLU,0,-0.6217997374581372,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0.7290519503604663,-0.4098882904629033,No,False,False,True,False,True,True,False,False
6429-SHBCB,0,-0.37196871873272896,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,0.0575168789749145,-0.303806570479936,No,True,False,False,False,False,False,False,True
3373-DIUUN,0,0.08605481559718618,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.620453183117665,-0.6148748099402995,No,True,True,True,False,True,False,False,True
3750-YHRYO,0,-0.8716307561835456,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.641275976028845,-0.870919992321869,No,True,True,True,True,False,False,False,True
2400-FEQME,0,1.1270173936197208,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.64648167425664,-0.4025063151032638,No,True,True,True,False,True,False,False,True
4451-RWASJ,0,-0.5385227312163345,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6811863291086064,-0.8300229374744835,No,True,True,True,True,False,False,False,True
8100-PNJMH,0,1.6683179341914387,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.7255814848752694,1.8552617350926444,No,True,True,True,False,True,True,False,False
7895-VONWT,0,-0.12213770000732072,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Yes,-0.6834275021145698,-0.34971607773201485,No,False,False,False,False,False,False,True,False
2545-LXYVJ,0,1.834871946675044,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6395407432862465,-0.2593552312001316,No,True,True,False,False,True,False,False,False
0674-GCDXG,0,1.4601254185869317,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,0.1373375851344378,1.101799003168948,No,True,False,False,False,True,False,False,False
4518-FZBSX,0,0.5857168530480027,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6551578379696315,-0.5497129286792845,No,True,True,True,True,False,False,False,True
4360-QRAVE,1,0.37752433744349584,No,No phone service,DSL,No,Yes,Yes,No,No,No,No,-1.0860014983973811,-0.34005571491569647,No,True,False,False,False,False,False,True,False
2788-CJQAQ,0,-0.6217997374581372,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6829215618512046,-0.8161475578633094,No,True,False,False,True,False,False,False,True
2621-UDNLU,0,-1.038184768667151,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6343350450584515,-0.9064628366460591,No,False,True,False,False,False,False,False,True
7691-XVTZH,0,1.6683179341914387,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,0.7637566052124328,1.7830824204650584,No,False,True,False,False,True,False,False,False
5424-RLQLC,0,-0.7467152468208414,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,-0.2877944368021519,-0.648116482933244,No,True,False,False,False,False,False,False,True
1599-MMYRQ,0,1.4184869154660302,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,0.4687670389707177,1.331392107178476,No,True,True,True,True,False,True,False,False
9588-YRFHY,0,0.8771863748943124,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6673044671678199,-0.4732958133822758,No,True,False,False,False,True,True,False,False
5970-GHJAW,0,0.7522708655316083,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6655692344252213,-0.5462953474942661,No,True,True,True,False,True,True,False,False
6203-HBZPA,0,1.0021018842570166,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,-0.14029965368129432,0.5803900337079928,No,True,False,False,False,True,True,False,False
2208-NQBCT,0,-0.08049919688641934,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,0.4861193663967009,0.004003574917376993,No,False,True,True,False,False,False,True,False
4694-PHWFW,0,-0.8299922530626441,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6655692344252213,-0.8613963327529514,No,False,False,True,False,False,False,False,True
0042-RLHYP,0,1.70995643731234,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.674245398138213,-0.3027357283752969,No,False,True,True,False,True,False,False,False
9626-WEQRM,0,-0.9965462655462497,No,No phone service,DSL,Yes,No,No,No,No,No,Yes,-1.3462864097871299,-0.8891243081007331,No,False,False,False,False,False,False,False,True
5035-BVCXS,0,-0.70507674369994,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,0.2761562045423038,-0.544472637528923,No,True,False,False,False,False,False,False,True
0423-UDIJQ,1,-0.7883537499417428,Yes,No,DSL,No,No,No,Yes,No,No,No,-0.6504580800052016,-0.7351736676529429,No,True,False,False,False,False,False,False,True
4250-WAROZ,1,1.3352099092242276,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0.8782819662239222,1.6920608415707383,No,True,True,True,False,False,False,True,False
6217-KDYWC,0,1.2102943998615234,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6777158636234097,-0.40587832853914857,No,True,False,True,False,True,False,False,True
8917-FAEMR,0,0.37752433744349584,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.669039699910418,-0.5819065434421566,No,False,False,False,False,True,False,False,True
8204-YJCLA,1,1.834871946675044,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.10906546431452455,1.2171537601005984,No,True,True,True,False,True,False,False,False
8878-RYUKI,0,1.0021018842570166,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,-0.29473536777254505,0.4476739643564496,No,False,False,False,False,False,False,True,False
6941-KXRRV,1,0.835547871773411,Yes,No,DSL,No,Yes,No,No,No,Yes,Yes,-0.3120876951985283,0.33193188155716397,No,False,True,False,True,False,False,False,False
9152-AMKAK,0,-0.9132692593044469,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0.4271214531483578,-0.7144403417971654,No,True,False,False,False,True,False,False,True
6135-OZQVA,0,-0.8716307561835456,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,-0.4960223659139508,-0.7550184224006158,No,False,False,False,False,False,False,True,False
3407-JMJQQ,0,1.7932334435541428,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,1.4248802801423943,2.552038187094171,No,False,True,True,False,True,False,False,False
5825-XJOCM,0,0.835547871773411,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,-0.12294732625531084,0.443869057303796,No,True,False,True,True,False,False,False,False
3948-FVVRP,0,-0.7883537499417428,Yes,No,DSL,No,Yes,No,Yes,No,No,No,-0.4561120128341894,-0.7329408479453977,No,True,True,True,False,False,False,False,True
7446-YPODE,1,-0.70507674369994,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,-0.26697164389097194,-0.6371802231411855,No,True,False,False,False,False,False,False,False
2959-FENLU,0,-0.7883537499417428,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,0.6023799601507884,-0.5832052242924636,No,False,False,False,False,False,True,False,False
3247-MHJKM,0,-1.1214617749089537,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6568930707122298,-0.930066930697252,No,True,False,False,False,False,False,False,True
4452-QIIEB,0,-0.8716307561835456,Yes,No,DSL,No,No,No,No,No,No,No,-0.8343927507206241,-0.812411002434356,No,True,False,False,False,False,False,False,True
6603-QWSPR,0,0.7522708655316083,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,1.2652388678233486,1.2954619369866505,No,False,False,False,False,True,False,False,False
9717-IOAAF,0,-0.03886069376551795,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.460811770798619,-0.5799471302294128,No,True,False,True,False,True,True,False,False
4495-LHSSK,0,-0.41360722185363036,Yes,Yes,DSL,Yes,No,No,No,No,No,No,-0.3572037465060849,-0.4869205703732153,No,False,False,True,False,False,False,False,True
5781-BKHOP,0,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,1.1350964121284743,2.402689889308872,No,False,True,False,False,True,False,False,False
6691-CCIHA,0,1.4184869154660302,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,0.5902333309526003,1.4077180869772177,No,False,True,False,False,True,False,True,False
3957-SQXML,0,0.2526088280807917,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4920459601653888,-0.5317592355206551,No,False,True,True,False,True,True,False,False
6416-JNVRK,0,0.7522708655316083,Yes,No,DSL,No,No,No,No,No,Yes,No,-0.4266130562100179,0.2859768065559516,No,False,False,False,True,False,True,False,False
2040-OBMLJ,0,0.12769331871808756,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,0.4774432026837093,0.22209082227067664,No,True,False,False,True,False,True,False,False
8982-NHAVY,0,-0.03886069376551795,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.129890713900679,0.2789593731893807,No,True,False,False,True,False,False,False,False
9554-DFKIC,0,0.08605481559718618,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,-0.4682586420323775,-0.21533678553709612,No,True,True,True,False,False,False,False,False
3797-FKOGQ,0,-0.70507674369994,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,0.6336141495175585,-0.5322604807611244,No,True,False,True,False,False,False,True,False
0440-QEXBZ,0,0.6689938592898055,Yes,Yes,DSL,No,No,No,No,No,No,Yes,-0.6174886578958335,0.03546810569411181,No,False,False,False,False,False,False,False,True
8738-JOKAR,0,0.5857168530480027,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,-0.008421965243821532,0.3741048333802896,No,False,False,False,True,False,False,False,True
2817-LVCPP,0,0.9188248780152137,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6846567945938031,-0.4726806487689724,No,False,False,False,False,True,True,False,False
6497-TILVL,0,-0.8716307561835456,Yes,No,DSL,Yes,No,No,No,No,No,No,-0.5984010977272518,-0.7796250069327474,No,False,True,True,False,False,False,False,True
0839-JTCUD,0,1.5850409279496358,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0.7620213724698346,1.776042203223921,No,False,True,True,False,True,True,False,False
0128-MKWSG,0,-0.08049919688641934,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,No,-0.7684539065018878,-0.41660953346010593,No,False,False,True,False,False,False,False,True
7159-NOKYQ,0,1.6266794310705373,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,0.8748115007387257,1.962573784302218,No,True,True,False,False,True,False,True,False
7714-YXSMB,0,-0.08049919688641934,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,1.129890713900679,0.24546707757620154,No,False,False,False,False,False,False,False,False
4070-OKWVH,0,1.0021018842570166,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,0.9251332502740767,1.3508723199330803,No,False,True,False,False,False,False,False,False
1689-YQBYY,0,-0.6634382405790387,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0.3004494629386799,-0.5323516162593915,No,False,False,True,False,False,False,True,False
1895-QTKDO,0,-1.1214617749089537,Yes,No,DSL,No,No,No,No,No,No,No,-0.8326575179780256,-0.9192445902780274,No,False,False,False,False,False,True,False,False
3537-RYBHH,1,0.7939093686525096,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,-0.017098128956813154,0.5425915858016906,No,False,True,False,False,False,True,False,False
5414-OFQCB,0,1.2102943998615234,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,0.7811089326384161,1.4438305281655774,No,True,False,False,False,True,True,False,False
3258-SYSWS,1,1.834871946675044,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,1.5914626234318334,2.6358828454999523,No,True,False,False,False,True,False,False,False
0723-VSOBE,1,0.7106323624107068,No,No phone service,DSL,No,No,No,No,No,Yes,No,-1.1710279027846988,-0.2117369333555436,No,False,False,False,True,False,False,True,False
6188-UXBBR,0,0.41916284056439723,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6551578379696315,-0.5680083799564156,No,False,True,False,True,False,True,False,False
1941-HOSAM,0,-1.1214617749089537,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0.7689623034402275,-0.8982150740528817,No,True,True,True,False,False,False,True,False
3633-CDBUW,0,-0.45524572497453175,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0.4479442460595375,-0.28038474742527736,No,True,False,True,True,False,False,True,False
8295-KMENE,0,1.293571406103326,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,0.29524376471088526,1.1201628060697797,No,False,True,True,False,True,False,False,True
9730-DRTMJ,0,0.16933182183898896,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,0.16857177450120736,0.1238467551386846,No,True,True,False,True,False,True,False,False
1047-RNXZV,0,0.6273553561689041,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.679451096366008,-0.5400297819883992,No,True,False,False,False,True,False,False,True
5699-BNCAS,1,1.7932334435541428,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.502457356620979,-0.13420340820476223,No,True,False,False,False,True,False,False,True
0206-TBWLC,0,1.0853788904988193,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.620961580056005,1.8173493678135082,No,False,True,False,True,False,False,False,True
3131-NWVFJ,0,-0.5801612343372359,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.679451096366008,-0.8050745948238501,No,False,True,True,True,False,False,False,True
5248-RPYWW,1,1.834871946675044,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.7706975361828262,2.1212634706599,No,False,True,True,False,True,False,False,False
6362-QHAFM,0,0.5857168530480027,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1.4005870217460177,1.1505337108673086,No,True,True,False,True,False,False,True,False
7394-LWLYN,0,-1.0798232717880525,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0.07660443914349646,-0.8828587425948662,No,False,False,False,False,False,False,True,False
2452-MRMZF,1,1.834871946675044,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.466017469026414,-0.05644204430831298,No,False,True,False,False,True,True,False,False
6609-MXJHJ,0,0.08605481559718618,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.486840261937594,-0.579491452738077,No,False,True,True,False,True,False,False,True
0191-EQUUH,0,-0.12213770000732072,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,-1.1415289461605276,-0.5544747584637432,No,False,False,True,False,True,False,False,False
9253-VIFJQ,0,1.5434024248287344,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,-0.030979990897599948,1.0244933167638348,No,True,True,False,True,False,True,False,False
1245-HARPS,0,-0.5801612343372359,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6499521397418366,-0.8060315175556553,No,False,True,False,False,True,False,False,True
5627-TVBPP,0,0.2942473312016931,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6603635361974265,-0.6455874728563306,No,False,False,True,True,False,True,False,False
1137-DGOWI,0,0.08605481559718618,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,No,0.08007490462869292,0.06271761967599096,No,False,True,False,True,False,False,False,False
8812-ZRHFP,0,0.08605481559718618,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,0.6422903132305501,0.21726064086251753,No,False,True,True,True,False,False,True,False
5223-UZAVK,0,1.5017639217078331,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,1.1229497829302857,2.069931401260926,No,True,False,False,True,False,True,False,False
0730-BGQGF,0,1.7932334435541428,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0.7759032344106209,1.9257094752531543,No,True,True,True,False,True,True,False,False
3030-YDNRM,0,-0.8299922530626441,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,0.23971631694773857,-0.6784190361070728,No,True,False,False,False,False,False,True,False
2332-TODQS,0,0.835547871773411,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.4885754946801923,-0.40544543492237956,No,False,False,False,True,False,True,False,False
3709-OIJEA,0,-0.08049919688641934,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,0.598909494665592,0.056201431549889366,No,True,False,False,True,False,False,True,False
0930-EHUZA,0,0.33588583432259445,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,0.2917732992256883,0.24838341352075052,No,False,False,False,True,False,False,False,True
9174-IHETN,0,0.9188248780152137,Yes,No,Fiber optic,No,No,No,No,No,No,No,0.08354537011388936,0.6709103673618436,No,False,False,True,False,True,True,False,False
5724-BIDBU,0,0.8771863748943124,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,-0.4370244526656077,0.26096011228161775,No,True,True,False,True,False,False,True,False
1217-VASWC,1,0.6273553561689041,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,1.1316259466432774,1.021964306686921,No,True,True,False,True,False,False,False,False
1735-XMJVH,0,-0.8299922530626441,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,-1.6863920273364013,-0.869735230844396,No,True,True,True,False,False,False,False,True
1791-PQHBB,0,-1.0798232717880525,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,-0.2340022217816037,-0.8818790359884943,No,False,False,True,False,False,True,False,False
1492-QGCLU,0,1.0437403873779179,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0.6162618220915752,1.1641812517328152,No,True,True,True,False,False,False,True,False
3327-YBAKM,0,1.5017639217078331,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,1.0049539564336,1.9380355513937875,No,False,True,False,True,False,False,False,True
5206-HPJKM,0,-0.45524572497453175,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,-0.43181875443781276,-0.5136004874909246,No,True,False,False,False,False,True,False,False
9814-AOUDH,0,1.0437403873779179,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,-1.6811863291086064,-0.46058241137400774,No,True,False,False,False,True,True,False,False
6888-SBYAI,0,-1.1214617749089537,Yes,No,DSL,Yes,No,No,No,No,No,Yes,-0.5984010977272518,-0.916168767211511,No,True,False,False,False,False,False,False,True
1545-ACTAS,0,0.835547871773411,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,1.102126990019106,1.3287263938541616,No,False,True,True,True,False,False,False,False
